,class,largest spot,spot distribution,activity,evolution,24 hour flare activity,historically complex,complexity on this sun disk pass,area,area of largest spot,total flares
642,2,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,4.0
643,3,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
644,5,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
645,3,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,4.0
646,2,2.0,2.0,,3.0,,1.0,2.0,1.0,1.0,3.0
647,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
648,4,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,9.0
649,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0
650,2,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,3.0
651,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,9.0
652,2,3.0,2.0,,3.0,1.0,2.0,2.0,1.0,1.0,2.0
653,5,3.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,4.0
654,3,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0
655,3,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0
656,3,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
657,6,6.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,108.0
658,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
659,6,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,18.0
660,6,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0
661,5,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0
662,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
663,3,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
664,4,5.0,4.0,,3.0,1.0,,2.0,,1.0,8.0
665,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
666,2,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
667,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0
668,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
669,6,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
670,5,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
671,6,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0
672,3,4.0,3.0,,3.0,1.0,2.0,2.0,1.0,1.0,3.0
673,4,6.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,24.0
674,5,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
675,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
676,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
677,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
678,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
679,5,6.0,3.0,,2.0,1.0,2.0,2.0,1.0,1.0,5.0
680,4,5.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,10.0
681,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
682,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
683,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
684,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
685,3,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
686,4,6.0,3.0,2.0,,1.0,2.0,2.0,1.0,1.0,8.0
687,5,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
688,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
689,2,3.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0
690,6,2.0,1.0,1.0,,1.0,2.0,2.0,,1.0,3.0
691,1,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
692,5,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0
693,3,5.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0
694,2,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0
695,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,14.0
696,6,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,12.0
697,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
698,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
699,6,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
700,5,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,20.0
701,4,5.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0
702,6,3.0,1.0,,2.0,1.0,2.0,2.0,,1.0,9.0
703,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
704,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
705,6,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
706,5,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,10.0
707,4,5.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0
708,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,14.0
709,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,18.0
710,6,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,54.0
711,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
712,5,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,20.0
713,4,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,20.0
714,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0
715,6,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,12.0
716,2,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,3.0
717,5,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
718,4,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0
719,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,14.0
720,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,18.0
721,3,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
722,5,4.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0
723,4,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
724,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,14.0
725,3,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
726,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
727,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
728,5,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0
729,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,14.0
730,3,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
731,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
732,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
733,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
734,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
735,4,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
736,3,4.0,3.0,1.0,3.0,,2.0,2.0,1.0,1.0,3.0
737,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,18.0
738,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
739,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
740,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
741,6,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0
742,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
743,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
744,6,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,12.0
745,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
746,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
747,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
748,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
749,6,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,36.0
750,6,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,24.0
751,2,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
752,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
753,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
754,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
755,6,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27.0
756,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
757,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
758,6,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,36.0
759,4,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0
760,1,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0
761,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
762,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
763,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
764,2,4.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0
765,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
766,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,18.0
767,6,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
768,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0
769,2,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
770,6,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,36.0
771,1,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0
772,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,18.0
773,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
774,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
775,2,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
776,1,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
777,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
778,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
779,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
780,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
781,2,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0
782,6,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0
783,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,
784,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
785,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,1.0
786,6,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,12.0
787,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
788,6,4.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0
789,6,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,45.0
790,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0
791,6,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
792,6,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,,18.0
793,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
794,6,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,18.0
795,6,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,30.0
796,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
797,6,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,18.0
798,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
799,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,0.0
800,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
801,2,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,6.0
802,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
803,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
804,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,1.0,0.0
805,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
806,2,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,9.0
807,1,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0
808,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
809,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
810,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
811,6,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,72.0
812,6,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,72.0
813,6,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,48.0
814,6,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,48.0
815,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
816,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
817,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
818,3,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,3.0
819,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
820,2,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
821,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
822,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
823,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
824,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
825,6,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,36.0
826,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
827,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
828,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
829,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
830,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
831,2,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
832,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
833,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
834,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
835,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
836,3,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0
837,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
838,2,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,4.0
839,3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0
840,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
841,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
842,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
843,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
844,5,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,10.0
845,4,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
846,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
847,3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
848,2,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,9.0
849,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0
850,3,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
851,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
852,3,4.0,3.0,2.0,3.0,,1.0,2.0,1.0,1.0,12.0
853,2,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
854,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
855,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
856,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
857,6,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0
858,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
859,2,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,4.0
860,3,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
861,4,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
862,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
863,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
864,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
865,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
866,6,3.0,1.0,1.0,3.0,,2.0,2.0,1.0,1.0,14.0
867,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0
868,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
869,3,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0
870,4,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
871,6,3.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,27.0
872,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
873,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
874,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
875,6,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,18.0
876,6,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
877,6,3.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,9.0
878,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0
879,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
880,3,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
881,3,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
882,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
883,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
884,3,2.0,2.0,,3.0,1.0,,2.0,1.0,1.0,4.0
885,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
886,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0
887,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
888,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0
889,3,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
890,3,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
891,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
892,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
893,4,3.0,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,54.0
894,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
895,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,14.0
896,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
897,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
898,3,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
899,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
900,6,3.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,27.0
901,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
902,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
903,2,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,12.0
904,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
905,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0
906,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
907,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
908,3,6.0,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,6.0
909,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
910,6,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27.0
911,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
912,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
913,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
914,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
915,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0
916,6,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,18.0
917,4,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
918,2,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
919,6,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27.0
920,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0
921,4,4.0,4.0,2.0,2.0,1.0,,2.0,1.0,1.0,4.0
922,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
923,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
924,4,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,,6.0
925,3,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
926,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
927,2,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,12.0
928,2,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
929,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
930,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,18.0
931,4,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,3.0
932,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
933,3,4.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,4.0
934,4,6.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,12.0
935,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
936,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,18.0
937,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
938,2,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
939,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
940,6,3.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,27.0
941,3,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
942,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
943,4,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,,4.0
944,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
945,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,18.0
946,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
947,6,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0
948,6,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27.0
949,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0
950,5,6.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0
951,4,6.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,18.0
952,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
953,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
954,6,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,12.0
955,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
956,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
957,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
958,4,6.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,36.0
959,5,6.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,11.0
960,3,6.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,14.0
961,2,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
962,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
963,3,4.0,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,6.0
